Title,Address,Geographic,Industry,Profession
INVENSYS,ISYS.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
AUTODESK,$ADSK,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CAPCOM,9697.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MISYS,MSY.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
AVEVA ,AVV.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
ADOBE SYSTEMS,$ADBE,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SPRINGSOFT,2473.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ONMOBILE GLOBAL,ONMO.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
RED HAT,$RHT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SQUARE ENIX  ,9684.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
OPEN TEXT,$OTEX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
IT ,3626.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ORACLE,$ORCL,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TALEO,$TLEO,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ORACLE FINANCIAL SERVICES SOFTWARE,ORCL.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
BLACKBAUD,$BLKB,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
WEBSENSE,$WBSN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FORTINET,$FTNT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ANSYS,$ANSS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
BMC SOFTWARE,$BMC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SAP,SAPG.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
POLARIS FINANCIAL TECHNOLOGY,POLF.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
KINGDEE INTERNATIONAL SOFTWARE,0268.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
STERLITE INDUSTRIES INDIA,STER.BO,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
CITRIX SYSTEMS,$CTXS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CERNER,$CERN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TECMO KOEI ,3635.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MPHASIS,MBFL.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
ARIBA,$ARBA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FUJI SOFT,9749.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
DTS,9682.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SCSK,9719.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SDL,SDL.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
JDA SOFTWARE ,$JDAS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CHECK POINT SOFTWARE,$CHKP,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
PROGRESS SOFTWARE,$PRGS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
PARAMETRIC TECHNOLOGY,$PMTC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ROVI,$ROVI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MENTOR GRAPHICS,$MENT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FAIR ISAAC,$FICO,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
INFORMATICA,$INFA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
INFOTECH ENTERPRISES,INFE.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
ASPEN TECHNOLOGY,$AZPN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TREND MICRO,4704.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ECLERX SERVICES,ECLE.NS,India,Technology,"Asset Management,Debt,Equities,Investment Banking"
DASSAULT SYSTEMES,DAST.PA,France,Technology,"Asset Management,Debt,Equities,Investment Banking"
NSD,9759.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
NAVITAS,NVT.AX,Australia,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
AARONS,$AAN,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KAKAKU.COM,2371.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
BENESSE ,9783.OS,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
COPART,$CPRT,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SOTHEBYS,$BID,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
AMERCO,$UHAL,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
DEVRY,$DV,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
INVOCARE,IVC.AX,Australia,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CAREER EDUCATION,$CECO,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
OPENTABLE,$OPEN,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
REGIS,$RGS,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
WEIGHT WATCHERS INTERNATIONAL,$WTW,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ITT EDUCATIONAL SERVICES,$ESI,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
RENT A CENTER,$RCII,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MATTHEWS INTERNATIONAL,$MATW,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
APOLLO GROUP,$APOL,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
GREE,3632.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
HILLENBRAND,$HI,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
STRAYER EDUCATION,$STRA,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ROLLINS,$ROL,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CHEMED,$CHE,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MERCADOLIBRE,$MELI,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
PARK24,4666.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ALIBABA.COM,1688.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
VCA ANTECH,$WOOF,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
H&R BLOCK,$HRB,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
EBAY,$EBAY,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SERVICE CORPORATION INTERNATIONAL,$SCI,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SESODA,1708.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NUFARM,NUF.AX,Australia,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
VICTREX,VCTX.L,United Kingdom,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CABOT,$CBT,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
HUABAO INTERNATIONAL ,0336.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SYMRISE,SY1G.DE,Germany,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SHENMAO TECHNOLOGY,3305.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CALGON CARBON,$CCC,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
YINGDE GASES ,2168.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SOLUTIA,$SOA,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SOLVAY,SOLB.BR,Belgium,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KUREHA,4023.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KANEKA,4118.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SHIKOKU CHEMICALS,4099.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
T HASEGAWA,4958.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KANSAI PAINT ,4613.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CHINA RARE EARTH ,0769.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CANEXUS,CUS.TO,Canada,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ELEMENTIS,ELM.L,United Kingdom,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ACHILLES,5142.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NEWMARKET,$NEU,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
COROMADEL INTERNATIONAL,CORF.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
OKAMOTO INDUSTRIES,5122.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
RALLIS INDIA,RALL.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN FERTILIZER,1722.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CHINA STEEL CHEMICAL,1723.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
W R GRACE,$GRA,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
COSCO INTERNATIONAL ,0517.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
WACKER CHEMIE,WCHG.DE,Germany,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
DIC,4631.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
AVERY DENNISON,$AVY,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SHINY CHEMICAL INDUSTRIAL,1773.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
OM GROUP,$OMG,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TOAGOSEI,4045.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TOCALO,3433.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TODA KOGYO,4100.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ZEON,4205.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FMC,$FMC,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SAN FANG CHEMICAL INDUSTRIAL,1307.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
PIDILITE INDUSTRIES,PIDI.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TAIYO ,4626.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TAIYO NIPPON SANSO,4091.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TAKASAGO INTERNATIONAL,4914.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIHON NOHYAKU,4997.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIHON PARKERIZING,4095.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ZUARI INDUSTRIES,ZURI.BO,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
UMICORE,UMI.BR,Belgium,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CASTROL INDIA,CAST.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
LEE CHANG YUNG CHEMICAL INDUSTRY,1704.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TOKUYAMA,4043.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CHUGOKU MARINE PAINTS,4617.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FORMOSAN UNION CHEMICAL,1709.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CRODA INTERNATIONAL,CRDA.L,United Kingdom,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ORICA,ORI.AX,Australia,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SANYO CHEMICAL INDUSTRIES,4471.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON KAYAKU ,4272.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SIGMA ALDRICH,$SIAL,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TATA CHEMICALS,TTCH.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON PAINT ,4612.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
GRAPHITE INDIA,GRPH.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON SHOKUBAI ,4114.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KINGBOARD CHEMICAL ,0148.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KINGBOARD LAMINATES ,1888.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
POLYPORE INTERNATIONAL,$PPO,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
MONSANTO INDIA,MNSN.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
STELLA CHEMIFA,4109.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
UNITED PHOSPHORUS,UNPO.BO,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NIPPON VALQUA INDUSTRIES,7995.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
BANDO CHEMICAL INDUSTRIES,5195.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
DONGYUE ,0189.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
AGRIUM,AGU.TO,Canada,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
OSWAL GREENTECH,OSCH.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CYTEC INDUSTRIES,$CYT,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NISSAN CHEMICAL INDUSTRIES,4021.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
MOSAIC,$MOS,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ETERNAL CHEMICAL ,1717.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FUCHS PETROLUB,FPEG.DE,Germany,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FUCHS PETROLUB,FPEG_p.DE,Germany,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FUFENG ,0546.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NITTO DENKO,6988.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CF INDUSTRIES ,$CF,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
AIR WATER,4088.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SINOFERT ,0297.HK,Hong Kong,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
PPG INDUSTRIES,$PPG,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SINON,1712.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
INABATA,8098.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CLARIANT CHEMICALS,CLAC.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FUJIMI,5384.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
EVERLIGHT CHEMICAL INDUSTRIAL,1711.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
INCITEC PIVOT,IPL.AX,Australia,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
SUMITOMO BAKELITE,4203.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
BRENNTAG,BNRGn.DE,Germany,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NOF,4403.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
UPC TECHNOLOGY,1313.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TOYO INK SC ,4634.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
DAICEL,4202.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
FULLER H B,$FUL,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ROCKWOOD ,$ROC,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
TOYO TANSO,5310.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
HO TUNG CHEMICAL,1714.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
USI,1304.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
AKZO NOBEL,AKZO.AS,Netherlands,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
CHEMTRADE LOGISTICS INCOME FUND,CHE_u.TO,Canada,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ASHLAND,$ASH,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ALBEMARLE,$ALB,United States,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
KONINKLIJKE DSM,DSMN.AS,Netherlands,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
GUJARAT FLUOROCHEMICALS,GFLR.BO,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
GUJARAT NARMADA VALLEY FERTILIZERS,GNFC.NS,India,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
NAGASE,8012.T,Japan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
ASIA POLYMER,1308.TW,Taiwan,Basic Materials,"Asset Management,Debt,Equities,Investment Banking"
